image_path,label
CarDD_release/CarDD_COCO/train2017/000065.jpg,scratch
CarDD_release/CarDD_COCO/train2017/000066.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000067.jpg,dent
CarDD_release/CarDD_COCO/train2017/000068.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000069.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000070.jpg,scratch
CarDD_release/CarDD_COCO/train2017/000071.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000072.jpg,scratch
CarDD_release/CarDD_COCO/train2017/000073.jpg,scratch
CarDD_release/CarDD_COCO/train2017/000074.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000075.jpg,dent
CarDD_release/CarDD_COCO/train2017/000076.jpg,dent
CarDD_release/CarDD_COCO/train2017/000077.jpg,lamp broken
CarDD_release/CarDD_COCO/train2017/000078.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000079.jpg,dent
CarDD_release/CarDD_COCO/train2017/000081.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000085.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000087.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000092.jpg,dent
CarDD_release/CarDD_COCO/train2017/000093.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000094.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000095.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000096.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000098.jpg,dent
CarDD_release/CarDD_COCO/train2017/000099.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000100.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000101.jpg,dent
CarDD_release/CarDD_COCO/train2017/000104.jpg,tire flat
CarDD_release/CarDD_COCO/train2017/000108.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000111.jpg,scratch
CarDD_release/CarDD_COCO/train2017/000112.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000113.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000114.jpg,scratch
CarDD_release/CarDD_COCO/train2017/000115.jpg,scratch
CarDD_release/CarDD_COCO/train2017/000116.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000117.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000118.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000119.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000120.jpg,scratch
CarDD_release/CarDD_COCO/train2017/000121.jpg,scratch
CarDD_release/CarDD_COCO/train2017/000122.jpg,scratch
CarDD_release/CarDD_COCO/train2017/000123.jpg,tire flat
CarDD_release/CarDD_COCO/train2017/000124.jpg,tire flat
CarDD_release/CarDD_COCO/train2017/000125.jpg,tire flat
CarDD_release/CarDD_COCO/train2017/000126.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000127.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000129.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000131.jpg,scratch
CarDD_release/CarDD_COCO/train2017/000132.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000133.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000134.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000135.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000138.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000139.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000140.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000141.jpg,lamp broken
CarDD_release/CarDD_COCO/train2017/000142.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000143.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000144.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000145.jpg,lamp broken
CarDD_release/CarDD_COCO/train2017/000147.jpg,scratch
CarDD_release/CarDD_COCO/train2017/000148.jpg,scratch
CarDD_release/CarDD_COCO/train2017/000150.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000151.jpg,lamp broken
CarDD_release/CarDD_COCO/train2017/000153.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000154.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000155.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000158.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000160.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000161.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000162.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000163.jpg,dent
CarDD_release/CarDD_COCO/train2017/000164.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000168.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000169.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000170.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000171.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000172.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000173.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000174.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000178.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000179.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000180.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000181.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000182.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000183.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000184.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000188.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000189.jpg,lamp broken
CarDD_release/CarDD_COCO/train2017/000190.jpg,lamp broken
CarDD_release/CarDD_COCO/train2017/000194.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000195.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000196.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000197.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000198.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000199.jpg,lamp broken
CarDD_release/CarDD_COCO/train2017/000200.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000201.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000202.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000203.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000207.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000208.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000209.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000210.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000211.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000212.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000213.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000217.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000218.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000219.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000220.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000221.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000222.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000223.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000227.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000228.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000229.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000230.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000231.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000232.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000234.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000236.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000238.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000240.jpg,scratch
CarDD_release/CarDD_COCO/train2017/000245.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000246.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000247.jpg,dent
CarDD_release/CarDD_COCO/train2017/000248.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000249.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000250.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000251.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000252.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000256.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000257.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000258.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000261.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000262.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000263.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000264.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000265.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000266.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000269.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000273.jpg,lamp broken
CarDD_release/CarDD_COCO/train2017/000274.jpg,lamp broken
CarDD_release/CarDD_COCO/train2017/000275.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000276.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000277.jpg,lamp broken
CarDD_release/CarDD_COCO/train2017/000279.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000280.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000281.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000282.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000283.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000284.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000285.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000286.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000287.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000291.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000292.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000295.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000296.jpg,lamp broken
CarDD_release/CarDD_COCO/train2017/000298.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000302.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000303.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000304.jpg,tire flat
CarDD_release/CarDD_COCO/train2017/000305.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000306.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000307.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000308.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000309.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000313.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000314.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000315.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000316.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000317.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000318.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000319.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000323.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000324.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000325.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000326.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000327.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000328.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000329.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000333.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000334.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000335.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000336.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000337.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000338.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000339.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000344.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000345.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000346.jpg,tire flat
CarDD_release/CarDD_COCO/train2017/000349.jpg,crack
CarDD_release/CarDD_COCO/train2017/000351.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000357.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000358.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000359.jpg,crack
CarDD_release/CarDD_COCO/train2017/000360.jpg,scratch
CarDD_release/CarDD_COCO/train2017/000361.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000362.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000363.jpg,dent
CarDD_release/CarDD_COCO/train2017/000364.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000365.jpg,dent
CarDD_release/CarDD_COCO/train2017/000366.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000367.jpg,scratch
CarDD_release/CarDD_COCO/train2017/000368.jpg,scratch
CarDD_release/CarDD_COCO/train2017/000369.jpg,scratch
CarDD_release/CarDD_COCO/train2017/000370.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000371.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000372.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000373.jpg,dent
CarDD_release/CarDD_COCO/train2017/000374.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000375.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000377.jpg,crack
CarDD_release/CarDD_COCO/train2017/000379.jpg,scratch
CarDD_release/CarDD_COCO/train2017/000380.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000382.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000383.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000384.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000386.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000388.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000389.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000390.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000391.jpg,crack
CarDD_release/CarDD_COCO/train2017/000392.jpg,dent
CarDD_release/CarDD_COCO/train2017/000393.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000394.jpg,scratch
CarDD_release/CarDD_COCO/train2017/000395.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000396.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000397.jpg,lamp broken
CarDD_release/CarDD_COCO/train2017/000398.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000399.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000401.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000402.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000403.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000406.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000408.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000409.jpg,scratch
CarDD_release/CarDD_COCO/train2017/000410.jpg,dent
CarDD_release/CarDD_COCO/train2017/000411.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000412.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000413.jpg,dent
CarDD_release/CarDD_COCO/train2017/000414.jpg,scratch
CarDD_release/CarDD_COCO/train2017/000416.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000419.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000420.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000421.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000425.jpg,lamp broken
CarDD_release/CarDD_COCO/train2017/000428.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000429.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000430.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000431.jpg,dent
CarDD_release/CarDD_COCO/train2017/000432.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000434.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000435.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000436.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000437.jpg,dent
CarDD_release/CarDD_COCO/train2017/000438.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000440.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000441.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000442.jpg,dent
CarDD_release/CarDD_COCO/train2017/000443.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000444.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000446.jpg,dent
CarDD_release/CarDD_COCO/train2017/000447.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000448.jpg,scratch
CarDD_release/CarDD_COCO/train2017/000449.jpg,scratch
CarDD_release/CarDD_COCO/train2017/000450.jpg,scratch
CarDD_release/CarDD_COCO/train2017/000451.jpg,scratch
CarDD_release/CarDD_COCO/train2017/000453.jpg,scratch
CarDD_release/CarDD_COCO/train2017/000455.jpg,scratch
CarDD_release/CarDD_COCO/train2017/000456.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000457.jpg,dent
CarDD_release/CarDD_COCO/train2017/000458.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000459.jpg,dent
CarDD_release/CarDD_COCO/train2017/000460.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000461.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000462.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000463.jpg,tire flat
CarDD_release/CarDD_COCO/train2017/000464.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000465.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000467.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000471.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000472.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000473.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000474.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000476.jpg,scratch
CarDD_release/CarDD_COCO/train2017/000477.jpg,scratch
CarDD_release/CarDD_COCO/train2017/000478.jpg,scratch
CarDD_release/CarDD_COCO/train2017/000479.jpg,scratch
CarDD_release/CarDD_COCO/train2017/000480.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000484.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000485.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000486.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000487.jpg,scratch
CarDD_release/CarDD_COCO/train2017/000489.jpg,dent
CarDD_release/CarDD_COCO/train2017/000490.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000494.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000496.jpg,dent
CarDD_release/CarDD_COCO/train2017/000498.jpg,dent
CarDD_release/CarDD_COCO/train2017/000499.jpg,dent
CarDD_release/CarDD_COCO/train2017/000500.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000501.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000502.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000503.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000504.jpg,scratch
CarDD_release/CarDD_COCO/train2017/000505.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000506.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000507.jpg,scratch
CarDD_release/CarDD_COCO/train2017/000508.jpg,dent
CarDD_release/CarDD_COCO/train2017/000509.jpg,crack
CarDD_release/CarDD_COCO/train2017/000510.jpg,crack
CarDD_release/CarDD_COCO/train2017/000511.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000512.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000518.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000519.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000522.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000523.jpg,scratch
CarDD_release/CarDD_COCO/train2017/000525.jpg,scratch
CarDD_release/CarDD_COCO/train2017/000526.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000527.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000528.jpg,lamp broken
CarDD_release/CarDD_COCO/train2017/000529.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000530.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000533.jpg,scratch
CarDD_release/CarDD_COCO/train2017/000534.jpg,scratch
CarDD_release/CarDD_COCO/train2017/000535.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000536.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000539.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000540.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000543.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000545.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000546.jpg,dent
CarDD_release/CarDD_COCO/train2017/000547.jpg,dent
CarDD_release/CarDD_COCO/train2017/000548.jpg,dent
CarDD_release/CarDD_COCO/train2017/000549.jpg,dent
CarDD_release/CarDD_COCO/train2017/000551.jpg,scratch
CarDD_release/CarDD_COCO/train2017/000553.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000554.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000555.jpg,dent
CarDD_release/CarDD_COCO/train2017/000556.jpg,scratch
CarDD_release/CarDD_COCO/train2017/000557.jpg,dent
CarDD_release/CarDD_COCO/train2017/000558.jpg,dent
CarDD_release/CarDD_COCO/train2017/000559.jpg,scratch
CarDD_release/CarDD_COCO/train2017/000560.jpg,scratch
CarDD_release/CarDD_COCO/train2017/000562.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000563.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000564.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000566.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000568.jpg,dent
CarDD_release/CarDD_COCO/train2017/000569.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000574.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000580.jpg,lamp broken
CarDD_release/CarDD_COCO/train2017/000581.jpg,dent
CarDD_release/CarDD_COCO/train2017/000582.jpg,dent
CarDD_release/CarDD_COCO/train2017/000583.jpg,scratch
CarDD_release/CarDD_COCO/train2017/000584.jpg,scratch
CarDD_release/CarDD_COCO/train2017/000585.jpg,scratch
CarDD_release/CarDD_COCO/train2017/000586.jpg,tire flat
CarDD_release/CarDD_COCO/train2017/000587.jpg,tire flat
CarDD_release/CarDD_COCO/train2017/000588.jpg,tire flat
CarDD_release/CarDD_COCO/train2017/000590.jpg,dent
CarDD_release/CarDD_COCO/train2017/000591.jpg,dent
CarDD_release/CarDD_COCO/train2017/000592.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000593.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000594.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000596.jpg,tire flat
CarDD_release/CarDD_COCO/train2017/000597.jpg,tire flat
CarDD_release/CarDD_COCO/train2017/000598.jpg,tire flat
CarDD_release/CarDD_COCO/train2017/000599.jpg,tire flat
CarDD_release/CarDD_COCO/train2017/000600.jpg,tire flat
CarDD_release/CarDD_COCO/train2017/000601.jpg,tire flat
CarDD_release/CarDD_COCO/train2017/000602.jpg,tire flat
CarDD_release/CarDD_COCO/train2017/000606.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000607.jpg,dent
CarDD_release/CarDD_COCO/train2017/000608.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000609.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000610.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000612.jpg,multiple_damage
CarDD_release/CarDD_COCO/train2017/000613.jpg,glass shatter
CarDD_release/CarDD_COCO/train2017/000615.jpg,dent
CarDD_release/CarDD_COCO/train2017/000616.jpg,dent
CarDD_release/CarDD_COCO/train2017/000617.jpg,tire flat
